Titre,Lien Image Principale,description,Adresse,Téléphone,Accès,Site_Web,Emails_Officiels,Twitter,Facebook,LinkedIn,Meta_Title,Meta_Desc,Meta_Short,Serper_Title,Serper_Desc,SEO_Consistent,Date,Texte_Accueil_Officiel,Code_Postal,Departement,location,latitude,longitude
PLANET COWORKING : Espace de coworking Le Conan Doyle à Paris (75011),https://www.leportagesalarial.com/wp-content/uploads/2017/11/sans-titre-2-1024x684.jpg,,"88 rue Saint-Maur, 75011 Paris",07 64 50 05 55,Métro Rue Saint-Maur (ligne 3),http://www.planet-coworking.com,hello@planet-coworking.com,,https://www.facebook.com/Teamplanetcoworking/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,PLANET COWORKING : Espace de coworking à Paris (75011) | Le Journal du portage salarial,"Planet coworking est un espace de coworking situé dans le 11ème arrondissement de Paris, métro Philippe Auguste. Voici sa description.",True,Planet Coworking Conan Doyle - Coworking Paris 11ème,"Une belle superficie de 300m², avec une salle principale pouvant accueillir jusqu'à 30 personnes assises en coworking. 300 m² de surface; 20 évènements par",True,2017-11-10T15:57:36+00:00,Site inaccessible ou blocage,75011,75,"88, Rue Saint-Maur, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8649436,2.3779136
La Cordée : Espace de Coworking à Paris (75012),https://www.leportagesalarial.com/wp-content/uploads/2017/07/la-cordee-espace-coworking-paris-gare-de-lyon.jpg,"Il comporte une grande verrière, une machine à café et 3 salles de réunions qu’il est possible de louer. Ses coworkers sont issus d’horizons et de métiers très divers.","61 rue Traversière, 75 012 Paris",01 81 29 47 90,"Gare de Lyon (Lignes 1 et 14, RER A) et Ledru-Rollin (Ligne 8)",https://www.la-cordee.net/cordee/paris/paris-gare-de-lyon/,,https://twitter.com/La_Cordee,https://www.facebook.com/lacordee.lyon/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,La Cordée : Espace de Coworking à Paris (75012) | Le Journal du portage salarial,"La Cordée est un espace de coworking situé en plein cœur de Paris, dans le 12ème arrondissement, à quelques pas de la Gare de Lyon.",True,"Coworking space Gare de Lyon, Paris 12ème - La Cordée","It's super easy to access : it's only an 8 minute walk from the Gare de Lyon train sation, and a 4 minute walk from the Ledru-Rollin metro station. Inside, meet ...",False,2017-07-19T08:26:36+00:00,Instagram Facebook LinkedIn Français Français fr English Anglais en Les Cordées Annecy Lyon & Villeurbanne Lyon – Jean Macé Lyon – Liberté / Guillotière Lyon – Opéra Lyon – Valmy Villeurbanne – République Nantes Paris Rennes Notre coworking Notre coworking nomade Nos bureaux fixes Notre expérience Nos coworkers Les télétravailleurs Les entrepreneurs et freelances Nos salles de réunion Nos événements Nous Nous contacter Rechercher Menu Menu Espace de coworking à Paris / Gare de Lyon La Cordée cow...,75,75,"61, Rue Traversière, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8489185,2.3744639
LYDD Consulting : Espace de coworking à Paris (75012),https://www.leportagesalarial.com/wp-content/uploads/2017/08/lydd-consulting-espace-coworking-paris-75012.jpg,"LYDD Consulting, spécialisée dans le conseil et la gestion administrative des entreprises, lance le premier espace de coworking associé à une assistance administrative. Les porteurs de projets, les entrepreneurs peuvent venir à tout moment dans cet espace pour bénéficier de conseils avisés sur la gestion d’entreprise, les administrations etc.",51 rue Claude Decaen 75012 Paris,01 73 71 83 68,Métro Daumesnil (ligne 6 et 8),http://lyddconsulting.com/coworking/,contact@lyddconsulting.com,,https://www.facebook.com/lyddconsulting/,https://www.linkedin.com/in/dorotheecourteuge/,LYDD Consulting : Espace de coworking à Paris (75012) | Le Journal du portage salarial,LYDD Consulting est le premier espace de coworking associé à une assistance administrative. Voici sa description détaillée.,True,"Coworking Space at LYDD COWORKING, Paris - Coworking spaces","Situé à 5 minutes à pied des stations de métro Daumesnil et Michel Bizot (ligne 6 et 8), l'espace Lydd Consulting est accessible facilement, à proximité de ...",False,2017-08-16T14:26:44+00:00,Site inaccessible ou blocage,75012,75,"51, Rue Claude Decaen, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8364364,2.3987197
Digital Village : Espace de Coworking à Paris (75013),https://www.leportagesalarial.com/wp-content/uploads/2017/07/digital-village-espace-coworking-paris.jpg,"Digital Village est un espace de coworking situé dans le 13ème arrondissement de Paris, au cœur de la capitale. Il est spécialisé dans les métiers du digital et a pour vocation de permettre aux coworkers de se réunir autour de projets communs. Cet espace à taille humaine est spécialement pensé pour faciliter la collaboration entre indépendants.","13 rue Vandrezanne, 75 013 Paris",06 20 85 50 62,"Métros Place d’Italie (lignes 5, 6, 7) et Tolbiac (ligne 7)",http://digital-village.fr/coworking/paris,paris@digital-village.fr,https://twitter.com/dv_paris,https://www.facebook.com/digitalvillage.fr,https://www.linkedin.com/company-beta/3187195/,Digital Village : Espace de Coworking à Paris (75013) | Le Journal du portage salarial,"Digital Village est un espace de coworking spécialisé dans les métiers du digital, situé dans le 13ème arrondissement de Paris.",True,Espace Coworking Paris - Digital Village,"Situé au 21 rue Albert Bayet 75013 Paris, nos locaux sont facilement accessibles par 4 lignes de métro. À 10min de la gare Montparnasse, 15 min de gare de Lyon,",True,2017-07-19T09:57:53+00:00,Site inaccessible ou blocage,75,75,"13, Rue Vandrezanne, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8279182,2.3543347
9GDM : Espace de coworking à Paris (75013),https://www.leportagesalarial.com/wp-content/uploads/2017/07/9gdm-espace-coworking-paris-75013.jpg,"9GDM propose environ 40 postes tout équipés dans son espace de coworking (openspace) de 360m² situé au pied de la Butte aux Cailles, dans le 13ème arrondissement de Paris. Tout fraîchement totalement rénové, son espace se veut convivial et accueillant.","9 rue Guyton de Morveau, 75 013 Paris",01 84 19 50 47,,https://9gdm.com,webmaster@9gdm.com,https://twitter.com/9gdmparis,,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,9GDM : Espace de coworking à Paris (75013) | Le Journal du portage salarial,"9GDM est un espace de coworking situé en plein cœur de Paris, dans le 13ème arrondissement. Il propose environ 40 postes équipés.",True,9GDM : Espace de coworking à Paris (75013) - portage salarial,"9GDM propose environ 40 postes tout équipés dans son espace de coworking (openspace) de 360m² situé au pied de la Butte aux Cailles, dans le 13ème ...",True,2017-07-19T14:59:28+00:00,Site inaccessible ou blocage,75,75,"9, Rue Guyton de Morveau, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8246531,2.3483868
Mon premier bureau : Espace de coworking à Paris (75014),https://www.leportagesalarial.com/wp-content/uploads/2017/08/mon-premier-bureau-espace-coworking-paris-75014.jpg,"Mon premier bureau est un espace de coworking solidaire. Il est situé dans le 14ème arrondissement de Paris, proche du métro Alésia.","29 Rue Brézin, 75014 Paris",,Métro Alésia (ligne 4),http://www.monpremierbureau.org/,admissions@monpremierbureau.org,,,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,Mon premier bureau : Espace de coworking à Paris (75014) | Le Journal du portage salarial,"Mon premier bureau est un espace de coworking solidaire. Il est situé dans le 14ème arrondissement de Paris, proche du métro Alésia.",True,Mon Premier bureau | Paris - Facebook,MON PREMIER BUREAU : LE SEUL ESPACE DE COWORKING QUI ACCUEILLE DES RENARDS ! Mon Premier bureau propose des postes de travail à 1 € par jour seulement et ...,True,2017-08-11T10:24:43+00:00,N/A...,75014,75,"29, Rue Brézin, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8315267,2.3263714
We art from Paris : Espace de coworking à Paris (75015),https://www.leportagesalarial.com/wp-content/uploads/2017/08/weartfromparis-espace-coworking-75015.jpg,"We art from Paris est le premier espace de coworking 100% artistique ! Il s’adresse aux artistes, aux créatifs et aux startups exerçant dans les métiers rattachés à l’art, la culture et la création.","40 rue Castagnary, 75015 Paris",06 82 56 82 11,Métro Plaisance (ligne 13),https://weartfromparis.com/,info@weartfromparis.com,https://twitter.com/weartfromparis?lang=fr,https://www.facebook.com/weartfromparis/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,We art from Paris : Espace de coworking à Paris (75015) | Le Journal du portage salarial,"We art from Paris est le premier espace de coworking 100% artistique ! Il s’adresse aux artistes, aux créatifs et aux startups créatives.",True,We Art From Paris - Coworking / Serviced offices Rue Castagnary ...,"Our two coworking spaces are dedicated to creative professionals and include a workshop, a rehearsal room and a photo studio.",True,2017-08-07T15:59:50+00:00,"Facebook Pinterest Twitter Linkedin .site-info { display:none; } .ssba { } .ssba img { width: 35px !important; padding: 6px; border: 0; box-shadow: none !important; display: inline !important; vertical-align: middle; box-sizing: unset; } .ssba-classic-2 .ssbp-text { display: none!important; } .ssba .fb-save { padding: 6px; line-height: 30px; } .ssba, .ssba a { text-decoration:none; background: none; font-size: 12px; } #ssba-bar-2 .ssbp-bar-list { max-width: 48px !important;; } #ssba-bar-2 .ssbp-...",75015,75,"Rue Castagnary, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8349851,2.3097366
Patchwork : Espace de coworking à Paris (75016),https://www.leportagesalarial.com/wp-content/uploads/2017/08/patchwork-espace-coworking-75016-paris.jpg,Patchwork Grande Armée est un espace de coworking basé dans le 16ème arrondissement de Paris. Cet espace de 500 m² comprend uniquement des postes fermés. Il comporte également 4 salles de réunion et une salle de conférence.,"10 rue Pergolèse, 75016 paris",01 42 21 15 44,Métro Porte Maillot (ligne 1),http://www.patchwork.co/,hello@patchwork.co,https://twitter.com/patchworkspace,https://www.facebook.com/patchwork.space,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,Patchwork : Espace de coworking à Paris (75016) | Le Journal du portage salarial,"Patchwork est un espace de Coworking basé à Grande Armée, dans le 16ème arrondissement de Paris. Voici sa description.",True,PATCHWORK (@patchworkspace) • Instagram photos and videos,"Photo by PATCHWORK in Place de la République (Paris). Creamy details ✨This ... 49, avenue d'Iéna, Paris 16 . . #paris16 #bureaux #coliving ...",False,2017-08-30T09:06:16+00:00,"[{""@context"":""https://schema.org"",""@type"":""WebSite"",""name"":""Patchwork"",""url"":""https://www.patchwork.co/""},{""@context"":""https://schema.org"",""@type"":""Organization"",""name"":""Patchwork"",""description"":""Bureaux et plateaux privés à Paris, espaces de coworking modulables pour les entreprises, startups, indépendants, accompagnés de services premiums."",""url"":""https://www.patchwork.co/"",""contactPoint"":[{""@type"":""ContactPoint"",""telephone"":""+33 1 84 25 38 50"",""contactType"":""Patchwork""}],""identifier"":[{""@type...",75016,75,"10, Rue Pergolèse, Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8755937,2.2854967
The Place To… : Espace de Coworking à Paris (75017),https://www.leportagesalarial.com/wp-content/uploads/2018/10/243091-300x150.jpg,,"47 avenue de Wagram, 75017, PARIS",0145747928,"Métro Charles de Gaulle Etoile (lignes 1, 2, 6, RER A), Métro Ternes (ligne 2)",http://www.theplaceto.paris,,,http://www.facebook.com/theplaceto.wagram,,The Place To… : Espace de Coworking à Paris (75017) | Le Journal du portage salarial,"Présentation de The Place To... Le restaurant-bar The Place… to met à votre disposition ses espaces de Nomad working à la décoration industrielle, et aux ambiances variées. Venez travailler dans un cadre chaleureux et moderne, avec les commodités nécessaires : internet très haut débit, points de rechargement, photocopies et impressions, boissons, snacks et repas",True,Open space Baya Monceau Paris Espace de coworking,"Located in the heart of the 17th arrondissement of Paris, Baya Monceau welcomes you to a warm and professional environment. Just a stone's throw from ...",False,2018-10-01T14:44:00+00:00,"Réserver Gare de l'est Wagram la carte Gare de l'est Wagram Nos restaurants Gare de l'est Wagram Privatiser Gare de l'est Wagram click & collect Gare de l'est Wagram Livraison Gare de l'est Wagram LA FRANCHISE Nous découvrir Philosophie & Valeurs On parle de nous Actualités plus qu'un resto un espace à vivre reserver wagram 47 avenue de Wagram Paris 17e, France Paris gare de l'est 129 Rue du Faubourg Saint-Martin 75010 Paris La liberté de choisir Faites vous plaisir en profitant de notre cuisine...",75017,75,"47, Avenue de Wagram, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.877563,2.2975158
Le Well Lab : Espace de coworking à Paris (75017),https://www.leportagesalarial.com/wp-content/uploads/2017/11/welllab-salle-reunion.jpg,Le Well Lab est le premier espace de Coachworking à Paris. Vous y trouverez un cadre agréable à taille humaine ainsi qu’un accompagnement humain pour l’essor de vos projets. Un coach professionnel vous accompagne tous les 15 jours et favorise l’émergence de l’intelligence collective en combinant les complémentarités des coworkers venus de tous horizons.,"10 rue des Renaudes, 75017 Paris",01 44 09 96 78,Métro Ternes (ligne 2),http://www.lewelllab.fr/,contact@lewelllab.fr,https://twitter.com/julia_kalfon?lang=fr,https://www.facebook.com/Le-Well-Lab-143812892921818/,https://www.linkedin.com/company/le-well-lab/,Le Well Lab : Espace de coworking à Paris (75017) | Le Journal du portage salarial,"Le Well Lab est un espace de coworking créé en 2017. Il est situé dans le 17ème arrondissement de Paris, proche du métro Ternes.",True,lewelllab | Espace de travail partagé,"Le Well Lab est un espace atypique pour organiser vos ateliers, vos formations, vos séminaires ou tout autre événement corporate, dans le quartier très ...",False,2017-11-10T14:07:57+00:00,"POURQUOI NOUS LA COMMUNAUTÉ L’ESPACE LES SERVICES NEWS CONTACT RESERVATIONS Sélectionner une page Le premier coachworking créatif à deux pas de l’Étoile Le Well Lab est un espace atypique pour organiser vos ateliers, vos formations, vos séminaires ou tout autre événement corporate, dans le quartier très recherché de la place des Ternes à Paris 17ème. En privatisant le lieu, vous aurez accès à la salle principale, sous une verrière zénithale qui peut accueillir jusqu’à 50 personnes debout, 25 per...",75017,75,"10, Rue des Renaudes, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8791801,2.3003203
Work In Paris : Espace de coworking à Paris (75017),https://www.leportagesalarial.com/wp-content/uploads/2017/08/work-in-paris-espace-coworking-75017-paris.jpg,"Work In Paris est un réseau d’espace de coworking dédié aux indépendants et aux petites entreprises. Son espace “Cardinet” se situe dans le quartier des Batignolles, dans le 17ème arrondissement de Paris. Il est proche de la future station Pont-Cardinet (prolongement de la ligne 14 du métro).","111 Rue Cardinet, 75017 Paris",01 85 09 38 60,Métro Malesherbes (ligne 3),http://www.workinparis.com/cardinet,cardinet@workinparis.com,https://twitter.com/WorkInParis,https://www.facebook.com/WorkInParis,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,Work In Paris : Espace de coworking à Paris (75017) | Le Journal du portage salarial,"Work In Paris Cardinet est un espace de coworking situé dans le 17ème arrondissement de Paris, dans le quartier des Batignolles. Voici sa description.",True,Rent Serviced Offices in Paris 17 - Coworking space,"To work in comfort in a setting that unleashes creativity, here are some details you need to know about coworking spaces in the 17th arrondissement of Paris.",False,2017-08-08T15:56:22+00:00,"Nos centres Services Communauté Aménagement Blog Réserver une visite 01 47 70 24 93 (function(){if(!window.chatbase||window.chatbase(""getState"")!==""initialized""){window.chatbase=(...arguments)=>{if(!window.chatbase.q){window.chatbase.q=[]}window.chatbase.q.push(arguments)};window.chatbase=new Proxy(window.chatbase,{get(target,prop){if(prop===""q""){return target.q}return(...args)=>target(prop,...args)}})}const onLoad=function(){const script=document.createElement(""script"");script.src=""https://www....",75017,75,"111, Rue Cardinet, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8855832,2.311429
SPLIT Coworking : Espace de coworking à Paris (75018),https://www.leportagesalarial.com/wp-content/uploads/2017/06/split-coworking.jpg,SPLIT Coworking est un espace de coworking de 230 m² dans le 18ème arrondissement de Paris. Il est dédié à la créativité et à l’innovation.,"3 rue Stephenson, 75 018 Paris",01 81 51 66 84,Métro La Chapelle (Ligne 2) ou Barbès – Rochechouart (Lignes 2 et 4),http://split-coworking.fr/,info@split-coworking.fr,https://twitter.com/splitcoworking,https://www.facebook.com/splitcoworking/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,SPLIT Coworking : Espace de coworking à Paris (75018) | Le Journal du portage salarial,SPLIT Coworking est un espace de coworking situé dans le 18ème arrondissement de Paris. Il offre un espace de 230 m².,True,"SPLIT Coworking 3 rue stephenson, 75018 Paris - Neo-nomade",L'âme de l'espace. SPLIT Coworking est un espace de coworking de 230m2 dans le 18ème arrondissement de Paris et dédié à la créativité et à l'innovation.,True,2017-06-19T15:21:04+00:00,"Site en construction Besoin d'assistance ou d'informations ? Guides Forum Contact Espace Client © Copyright 1999new Date().getFullYear()>1999&&document.write(""-""+new Date().getFullYear()); OVHcloud s1s2s3s4s5s6s7s8s9s10s11s12s13s14s15s16s17s18s19s20s21s22s23s24s25s26s27s28s29s30s31s32s33s34s35s36s37s38s39s40s41s42s43s44s45s46s47s48s49s50s51s52s53s54s55s56s57s58s59s60s61s62s63s64s65s66s67 p1p2p3p4p5p6p7p8p9p10p11p12p13p14p15p16p17p18p19p20p21p22p23p24p25p26p27p28p29p30p31p32p33p34p35p36p37p38p39p...",75,75,"3, Rue Stephenson, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8852959,2.3566771
Le Laptop : Espace de coworking à Paris (75019),https://www.leportagesalarial.com/wp-content/uploads/2017/07/espace-coworking-le-laptop.jpg,"A deux pas des Buttes Chaumont, Le Laptop est l’un des premiers espaces de coworking parisien. Dans une vieille cour parisienne, Le Laptop aux allures d’atelier depuis l’extérieur a été crée par Pauline Thomas. Un espace pensé par une freelance pour les free-lances. Tous les free-lances et talents qui se trouvent au Laptop baignent dans le digital et surtout dans l’UX design. Mais cet espace du 19ème est ouvert à tout le monde !","6 rue Arthur Rozier, 75019 Paris",01 77 16 65 24,Métro Place des fêtes,https://www.lelaptop.com/,,https://twitter.com/Le_Laptop,https://www.facebook.com/LeLaptop,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,Le Laptop : Espace de coworking à Paris 19 | Le Journal du portage salarial,Le Laptop est un espace de coworking situé dans le 19ème arrondissement parisien. Voici une présentation de cet espace de coworking.,True,Coworking / Serviced offices Rue Arthur Rozier Paris 19,What is Le Laptop Coworking's postal address? Here is the address of Le Laptop Coworking: 6 Rue Arthur Rozier 75019 Paris ... What are the prices for offices in ...,False,2017-07-04T15:35:04+00:00,"MENU formations espaces Communauté Agenda À propos Contact Blog . formations Communauté Espaces Agenda À propos Contact Blog . Formations. Communauté. Espaces. des formations certifiantes UX, Design Systems, Facilitation, Design Sprint, Figma, UX Writing, UX Strategy... une large communauté UX, des rencontres, des ateliers, des offres d'emploi des espaces atypiques où travailler, collaborer, se concentrer Actualité & manifeste Formations. Communauté. Espaces. des formations certifiantes UX, Desi...",75019,75,"Le Laptop Jourdain, 6, Rue Arthur Rozier, Quartier d'Amérique, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8773972,2.3907515
Mutinerie : Espace de coworking à Paris (75019),https://www.leportagesalarial.com/wp-content/uploads/2017/08/mutinerie-espace-coworking-paris-75019.jpeg,"Mutinerie est un espace de coworking crée en 2012. Il est basé à Paris, dans le 19ème arrondissement. Il regroupe une communauté unique et bienveillante de talents : entrepreneurs, indépendants…","29 rue de Meaux, 75019 Paris",09 81 74 92 00,Métro Bolivar (ligne 7 bis) ou Colonel Fabien (ligne 2),http://coworking.mutinerie.org/,contact@mutinerie.org,https://twitter.com/mutineriecrew,https://www.facebook.com/mutinerie.coworking/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,Mutinerie : Espace de coworking à Paris (75019) | Le Journal du portage salarial,"Mutinerie est un espace de coworking crée en 2012. Il est basé à Paris, dans le 19ème. Il regroupe une communauté unique et bienveillante de talents.",True,"Mutinerie, libres ensemble - espace de coworking à Paris","Coworking · Our story · Jobs. Mutinerie, 29 rue de Meaux, 75019 PARIS - Tél : 09 81 14 92 00 - Mentions légales - © Mutinerie 2015. go back to the top of the ...",False,2017-08-18T10:22:27+00:00,Site inaccessible ou blocage,75019,75,"29, Rue de Meaux, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8797872,2.3719312
VOLUMES coworking : Espace de coworking à Paris (75019),https://www.leportagesalarial.com/wp-content/uploads/2017/08/volumes-coworking.jpg,"Cet espace de coworking se donne quatre objectifs : faciliter la collaboration, explorer de nouvelles pratiques, être productif et fédérer une communauté.","78 Rue Compans, 75019 Paris",07 68 64 61 62,Métro Botzaris (ligne 7 bis) ou Place des Fêtes (ligne 11),http://www.volumesparis.org,info@volumesparis.org,https://twitter.com/wevolumes,https://www.facebook.com/volumesparis/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,VOLUMES coworking : Espace de coworking à Paris (75019) | Le Journal du portage salarial,VOLUMES coworking est un espace de coworking situé dans le 19ème arrondissement de Paris. Voici sa description.,True,Volumes - Coworking / Serviced offices Rue Compans Paris 19,"Volumes is structured around three specific poles: A coworking space that can accommodate about fifty coworkers, but also different types of training, seminars, ...",False,2017-08-04T14:54:19+00:00,"Coworking Makerspace Foodlab Privatisation Contact PUre Hackathon Architecte d’écosystèmes créatifs, productifs et collaboratifs. Volumes crée des tiers-lieux uniques, en France et à l’étranger. Nos lieux sont à la fois des carrefours de communautés et d’acteurs économiques, institutionnels et académiques, des laboratoires d’expérimentation sur la transdisciplinarité et les nouveaux modes de travail, des incubateurs de projets et des accompagnateurs au changement de société. COLLABORER . Viser d...",75019,75,"Volumes, 78, Rue Compans, Quartier d'Amérique, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8796048,2.3922105
WoMa : Espace de coworking à Paris (75019),https://www.leportagesalarial.com/wp-content/uploads/2017/07/espace-coworking-woma-75019-paris.jpg,"Cette fabrique de quartier offre aux créatifs et makers (indépendants, starts-up, entreprises et particuliers), tous les outils et ressources utiles au développement de leurs projets de design, d’architecture, d’art et d’objets connectés :","15 bis rue Léon Giraud, 75019 Paris",01 40 18 59 21,Métro Ourcq (Ligne 5),https://woma.fr/fr/,hello@woma.fr,https://twitter.com/woma_paris,https://www.facebook.com/WoMa.Paris/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,WoMa : Espace de coworking à Paris (75019) | Le Journal du portage salarial,WoMa est un espace de coworking situé dans le 19ème arrondissement de Paris. Voici sa description.,True,WoMa — Fabrique de Quartier,"Du lundi au vendredi, de 9h30h à 17h30. ... Le 15 bis : 15 bis rue Léon Giraud, 75019 Paris. Le FabLab de M19 : 134 rue d'aubervilliers, 75019 Paris.",False,2017-07-31T15:26:14+00:00,Machines Nos pass Formations Conseil A propos Le Projet WoMa Nous contacter Nous rejoindre Machines Nos pass Formations Conseil A propos Le Projet WoMa Nous contacter Nous rejoindre 18 mai 2025 france travail Portfolio navigation Précedent Suivant Search for: Articles récents Meet Up — Les initiatives solidaires Meet Up – Transport et mobilité urbaine Meet Up – Artisanat et fabrication numérique Meet Up — Agriculture urbaine et permaculture Noël @ WoMa Archives avril 2018 mars 2018 février 2018 ...,75019,75,"Rue Léon Giraud, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8877195,2.382545
La Ruche : Espace de coworking à Paris (75020),https://www.leportagesalarial.com/wp-content/uploads/2017/08/la-ruche-espace-coworking-75020.jpg,"Crée en mai 2017, La Ruche est un espace de coworking de 1500 m² situé dans le 20ème arrondissement de Paris. Ses porteurs de projets exercent dans le social, le digital, l’artisanat ou encore la culture. Il dispose notamment d’une salle événementielle et d’une terrasse de plus de 200 m².","24 Rue de l’Est, 75020 Paris",01 83 64 59 04,Métro Pyrénées (ligne 11),http://la-ruche.net/,paris@la-ruche.net,,https://www.facebook.com/larucheaparis/,http://www.linkedin.com/groups?home=&gid=1803524&trk=anet_ug_hm,La Ruche : Espace de coworking à Paris (75020) | Le Journal du portage salarial,"La Ruche est un espace de coworking situé dans le 20ème arrondissement de Paris, à proximité du métro Pyrénées. Voici a description.",True,Coworking Paris - La Ruche,Formule Butineur : 5 jours par mois 150€ HT/ mois; Formule Pieds à terre : 10 jours par mois 240€ HT / mois; Formule Résident : Bureau fixe 24h/24 et 7J/7 360€ ...,False,2017-08-02T16:12:05+00:00,"Passer au contenu Aucun résultat PROGRAMMES FORMATIONS LA RUCHE® ESPACES PRESSE BLOG COURS EN LIGNE Panier d’achat 0,00 € 0 Connexion Connexion S’inscrire Identifiant ou adresse e-mail Mot de passe Se souvenir de moi Mot de passe oublié ? Connexion E-mail Un lien permettant de définir un nouveau mot de passe sera envoyé à votre adresse e-mail. Vos données personnelles seront utilisées pour vous accompagner au cours de votre visite du site web, gérer l’accès à votre compte, et pour d’autres raiso...",75020,75,"La Ruche, 24, Rue de l'Est, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8711519,2.3934187
Le Trèfle : Espace de coworking à Boulogne-Billancourt (92100),https://www.leportagesalarial.com/wp-content/uploads/2017/07/le-trefle-espace-coworking-boulogne-billancourt.jpg,"Ce centre propose des bureaux privatifs de 1 à 6 postes de travail, deux espaces de coworking, des boxes de réunion et d’appels téléphoniques, deux salles de réunion entièrement équipées et une salle événementielle modulable de 200m². Il dispose aussi d’un restaurant-traiteur sur place, d’un espace de pause (frigo, micro-ondes, fontaines à eau), et d’un accueil avec une super équipe à votre écoute !","31 bis Rue des Longs Prés, 92100 Boulogne-Billancourt",01 80 87 46 01 / 07 61 63 22 57,Métro Marcel Sembat (Ligne 9),http://www.groupe-letrefle.fr/,contact@groupe-letrefle.fr,https://twitter.com/GroupeLeTrefle,https://www.facebook.com/GroupeLeTrefle/,https://www.linkedin.com/company-beta/10287225/,Le Trèfle : Espace de coworking à Boulogne-Billancourt (92100) | Le Journal du portage salarial,"Le Trèfle est un espace de coworking basé à Boulogne-Billancourt, dans le département des Hauts-de-Seine. Voici sa présentation.",True,Le Trèfle Marcel Sembat 31 bis rue des Longs Prés ...,"Le Trèfle Marcel Sembat. 31 bis rue des Longs Prés, 92100 Boulogne billancourt ; Type d'espace : Coworking ; Superficie : 880 m2 ; Nombre de postes : 180.",False,2017-07-21T09:41:57+00:00,"Le Trèfle Nos Espaces Boulogne-Billancourt – Marcel Sembat Boulogne-Billancourt – Pont de Sèvres Issy Les Moulineaux – Corentin Celton Lyon – Jules Courmont Services/Event Services Événementiel Nos résidents On parle de nous Blog Contact #bklyn_btn_699ddb945b49e .bklyn-btn { color:#FFF !important; border-style:solid !important; background-color:rgba(241, 196, 15, 1) !important; }#bklyn_btn_699ddb945b49e .bklyn-btn:hover{ color:#FFF !important; background-color:#151515 !important; }#bklyn_btn_699...",92100,92,"Rue des Longs-Prés, République - Point-du-Jour, Point du Jour, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92100, France",48.8310868,2.2471048
